  Yr, Mn,    Date,      Date,     CO2,seasonally,        fit,  seasonally,      CO2, seasonally
2001,5,37026,2001.3699,373.94,370.72,373.94,370.72,373.94,370.72
2001,6,37057,2001.4548,373.23,370.79,373.27,370.85,373.23,370.79
2001,7,37087,2001.537,371.54,370.77,371.71,370.98,371.54,370.77
2001,8,37118,2001.6219,369.47,370.94,369.62,371.13,369.47,370.94
2001,9,37149,2001.7068,367.88,371.2,367.94,371.28,367.88,371.2
2001,10,37179,2001.789,368.01,371.44,368.02,371.43,368.01,371.44
2001,11,37210,2001.874,369.6,371.75,369.47,371.6,369.6,371.75
2001,12,37240,2001.9562,371.16,372.04,370.9,371.76,371.16,372.04
2002,1,37271,2002.0411,372.36,372.3,372,371.93,372.36,372.3
2002,2,37302,2002.126,373,372.27,372.85,372.1,373,372.27
2002,3,37330,2002.2027,373.44,371.97,373.75,372.26,373.44,371.97
2002,4,37361,2002.2877,374.77,372.12,375.12,372.45,374.77,372.12
2002,5,37391,2002.3699,375.48,372.25,375.88,372.65,375.48,372.25
2002,6,37422,2002.4548,375.33,372.89,375.28,372.86,375.33,372.89
2002,7,37452,2002.537,373.95,373.18,373.81,373.07,373.95,373.18
2002,8,37483,2002.6219,371.41,372.88,371.79,373.3,371.41,372.88
2002,9,37514,2002.7068,370.63,373.96,370.19,373.53,370.63,373.96
2002,10,37544,2002.789,370.18,373.62,370.33,373.76,370.18,373.62
2002,11,37575,2002.874,372.01,374.17,371.86,373.99,372.01,374.17
2002,12,37605,2002.9562,373.71,374.6,373.35,374.22,373.71,374.6
2003,1,37636,2003.0411,374.61,374.56,374.51,374.44,374.61,374.56
2003,2,37667,2003.126,375.55,374.81,375.41,374.66,375.55,374.81
2003,3,37695,2003.2027,376.04,374.56,376.35,374.85,376.04,374.56
2003,4,37726,2003.2877,377.58,374.92,377.74,375.07,377.58,374.92
2003,5,37756,2003.3699,378.28,375.04,378.51,375.27,378.28,375.04
2003,6,37787,2003.4548,378.07,375.61,377.91,375.47,378.07,375.61
2003,7,37817,2003.537,376.55,375.77,376.41,375.67,376.55,375.77
2003,8,37848,2003.6219,374.42,375.9,374.34,375.86,374.42,375.9
2003,9,37879,2003.7068,372.92,376.26,372.68,376.04,372.92,376.26
2003,10,37909,2003.789,372.94,376.39,372.77,376.21,372.94,376.39
2003,11,37940,2003.874,374.29,376.45,374.22,376.37,374.29,376.45
2003,12,37970,2003.9562,375.63,376.51,375.64,376.51,375.63,376.51
2004,1,38001,2004.041,376.73,376.67,376.72,376.65,376.73,376.67
2004,2,38032,2004.1257,377.31,376.57,377.53,376.78,377.31,376.57
2004,3,38061,2004.2049,378.33,376.83,378.43,376.9,378.33,376.83
2004,4,38092,2004.2896,380.44,377.75,379.74,377.02,380.44,377.75
2004,5,38122,2004.3716,380.56,377.31,380.39,377.14,380.56,377.31
2004,6,38153,2004.4563,379.49,377.05,379.67,377.26,379.49,377.05
2004,7,38183,2004.5383,377.71,376.96,378.09,377.38,377.71,376.96
2004,8,38214,2004.623,375.77,377.29,375.97,377.52,375.77,377.29
2004,9,38245,2004.7077,373.99,377.35,374.29,377.67,373.99,377.35
2004,10,38275,2004.7896,374.17,377.63,374.39,377.83,374.17,377.63
2004,11,38306,2004.8743,375.79,377.96,375.87,378.02,375.79,377.96
2004,12,38336,2004.9563,377.39,378.28,377.33,378.2,377.39,378.28
2005,1,38367,2005.0411,378.29,378.23,378.48,378.41,378.29,378.23
2005,2,38398,2005.126,379.56,378.82,379.37,378.62,379.56,378.82
2005,3,38426,2005.2027,380.06,378.57,380.32,378.82,380.06,378.57
2005,4,38457,2005.2877,382.02,379.34,381.74,379.04,382.02,379.34
2005,5,38487,2005.3699,382.21,378.95,382.52,379.26,382.21,378.95
2005,6,38518,2005.4548,382.05,379.58,381.93,379.48,382.05,379.58
2005,7,38548,2005.537,380.63,379.86,380.43,379.69,380.63,379.86
2005,8,38579,2005.6219,378.64,380.12,378.38,379.91,378.64,380.12
2005,9,38610,2005.7068,376.38,379.74,376.74,380.12,376.38,379.74
2005,10,38640,2005.789,376.77,380.24,376.86,380.32,376.77,380.24
2005,11,38671,2005.874,378.27,380.45,378.36,380.52,378.27,380.45
2005,12,38701,2005.9562,379.92,380.82,379.83,380.7,379.92,380.82
2006,1,38732,2006.0411,381.33,381.28,380.95,380.88,381.33,381.28
2006,2,38763,2006.126,381.98,381.24,381.81,381.06,381.98,381.24
2006,3,38791,2006.2027,382.53,381.04,382.71,381.2,382.53,381.04
2006,4,38822,2006.2877,384.33,381.65,384.06,381.36,384.33,381.65
2006,5,38852,2006.3699,384.89,381.62,384.78,381.51,384.89,381.62
2006,6,38883,2006.4548,383.99,381.52,384.11,381.65,383.99,381.52
2006,7,38913,2006.537,382.25,381.47,382.54,381.8,382.25,381.47
2006,8,38944,2006.6219,380.44,381.93,380.42,381.94,380.44,381.93
2006,9,38975,2006.7068,378.77,382.14,378.71,382.09,378.77,382.14
2006,10,39005,2006.789,379.03,382.51,378.77,382.24,379.03,382.51
2006,11,39036,2006.874,380.11,382.3,380.23,382.39,380.11,382.3
2006,12,39066,2006.9562,381.63,382.52,381.66,382.54,381.63,382.52
2007,1,39097,2007.0411,382.55,382.49,382.76,382.69,382.55,382.49
2007,2,39128,2007.126,383.68,382.94,383.6,382.84,383.68,382.94
2007,3,39156,2007.2027,384.31,382.81,384.49,382.99,384.31,382.81
2007,4,39187,2007.2877,386.2,383.51,385.85,383.15,386.2,383.51
2007,5,39217,2007.3699,386.38,383.1,386.58,383.3,386.38,383.1
2007,6,39248,2007.4548,385.84,383.36,385.93,383.46,385.84,383.36
2007,7,39278,2007.537,384.42,383.64,384.37,383.62,384.42,383.64
2007,8,39309,2007.6219,381.81,383.31,382.25,383.79,381.81,383.31
2007,9,39340,2007.7068,380.83,384.21,380.55,383.95,380.83,384.21
2007,10,39370,2007.789,380.83,384.32,380.63,384.11,380.83,384.32
2007,11,39401,2007.874,382.32,384.52,382.09,384.26,382.32,384.52
2007,12,39431,2007.9562,383.58,384.48,383.53,384.41,383.58,384.48
2008,1,39462,2008.041,385.04,384.98,384.63,384.56,385.04,384.98
2008,2,39493,2008.1257,385.81,385.07,385.46,384.7,385.81,385.07
2008,3,39522,2008.2049,385.8,384.28,386.38,384.84,385.8,384.28
2008,4,39553,2008.2896,386.74,384.01,387.74,384.99,386.74,384.01
2008,5,39583,2008.3716,388.49,385.19,388.44,385.15,388.49,385.19
2008,6,39614,2008.4563,388.02,385.56,387.77,385.32,388.02,385.56
2008,7,39644,2008.5383,386.22,385.47,386.2,385.49,386.22,385.47
2008,8,39675,2008.623,384.05,385.58,384.09,385.66,384.05,385.58
2008,9,39706,2008.7077,383.05,386.45,382.41,385.82,383.05,386.45
2008,10,39736,2008.7896,382.75,386.24,382.5,385.98,382.75,386.24
2008,11,39767,2008.8743,383.98,386.18,383.97,386.14,383.98,386.18
2008,12,39797,2008.9563,385.08,385.98,385.41,386.29,385.08,385.98
2009,1,39828,2009.0411,386.63,386.57,386.52,386.44,386.63,386.57
2009,2,39859,2009.126,387.1,386.35,387.36,386.6,387.1,386.35
2009,3,39887,2009.2027,388.5,387,388.27,386.75,388.5,387
2009,4,39918,2009.2877,389.54,386.84,389.64,386.92,389.54,386.84
2009,5,39948,2009.3699,390.15,386.85,390.39,387.09,390.15,386.85
2009,6,39979,2009.4548,389.6,387.1,389.75,387.27,389.6,387.1
2009,7,40009,2009.537,388.05,387.26,388.21,387.46,388.05,387.26
2009,8,40040,2009.6219,386.06,387.57,386.12,387.66,386.06,387.57
2009,9,40071,2009.7068,384.64,388.04,384.46,387.88,384.64,388.04
2009,10,40101,2009.789,384.32,387.84,384.59,388.09,384.32,387.84
2009,11,40132,2009.874,386.05,388.25,386.13,388.31,386.05,388.25
2009,12,40162,2009.9562,387.48,388.39,387.65,388.54,387.48,388.39
2010,1,40193,2010.0411,388.55,388.49,388.84,388.77,388.55,388.49
2010,2,40224,2010.126,390.08,389.33,389.76,388.99,390.08,389.33
2010,3,40252,2010.2027,391.02,389.52,390.71,389.19,391.02,389.52
2010,4,40283,2010.2877,392.39,389.67,392.13,389.4,392.39,389.67
2010,5,40313,2010.3699,393.24,389.93,392.9,389.59,393.24,389.93
2010,6,40344,2010.4548,392.26,389.75,392.27,389.78,392.26,389.75
2010,7,40374,2010.537,390.35,389.56,390.71,389.96,390.35,389.56
2010,8,40405,2010.6219,388.53,390.04,388.58,390.13,388.53,390.04
2010,9,40436,2010.7068,386.85,390.26,386.87,390.3,386.85,390.26
2010,10,40466,2010.789,387.18,390.7,386.94,390.45,387.18,390.7
2010,11,40497,2010.874,388.69,390.91,388.42,390.61,388.69,390.91
2010,12,40527,2010.9562,389.83,390.74,389.86,390.74,389.83,390.74
2011,1,40558,2011.0411,391.33,391.27,390.95,390.88,391.33,391.27
2011,2,40589,2011.126,391.96,391.21,391.78,391.01,391.96,391.21
2011,3,40617,2011.2027,392.49,390.98,392.66,391.13,392.49,390.98
2011,4,40648,2011.2877,393.41,390.68,394.01,391.27,393.41,390.68
2011,5,40678,2011.3699,394.33,391.01,394.74,391.42,394.33,391.01
2011,6,40709,2011.4548,393.75,391.23,394.07,391.58,393.75,391.23
2011,7,40739,2011.537,392.64,391.85,392.5,391.74,392.64,391.85
2011,8,40770,2011.6219,390.25,391.76,390.37,391.92,390.25,391.76
2011,9,40801,2011.7068,389.05,392.47,388.67,392.1,389.05,392.47
2011,10,40831,2011.789,388.98,392.51,388.76,392.28,388.98,392.51
2011,11,40862,2011.874,390.3,392.52,390.27,392.47,390.3,392.52
2011,12,40892,2011.9562,391.86,392.77,391.76,392.65,391.86,392.77
2012,1,40923,2012.041,393.13,393.07,392.91,392.84,393.13,393.07
2012,2,40954,2012.1257,393.42,392.66,393.79,393.03,393.42,392.66
2012,3,40983,2012.2049,394.43,392.89,394.77,393.21,394.43,392.89
2012,4,41014,2012.2896,396.51,393.75,396.19,393.42,396.51,393.75
2012,5,41044,2012.3716,396.96,393.63,396.95,393.62,396.96,393.63
2012,6,41075,2012.4563,395.97,393.47,396.32,393.84,395.97,393.47
2012,7,41105,2012.5383,394.6,393.84,394.79,394.06,394.6,393.84
2012,8,41136,2012.623,392.61,394.16,392.71,394.3,392.61,394.16
2012,9,41167,2012.7077,391.2,394.64,391.08,394.54,391.2,394.64
2012,10,41197,2012.7896,391.09,394.63,391.25,394.78,391.09,394.63
2012,11,41228,2012.8743,393.03,395.25,392.83,395.02,393.03,395.25
2012,12,41258,2012.9563,394.42,395.33,394.36,395.25,394.42,395.33
2013,1,41289,2013.0411,395.69,395.63,395.56,395.49,395.69,395.63
2013,2,41320,2013.126,396.94,396.18,396.48,395.71,396.94,396.18
2013,3,41348,2013.2027,397.35,395.83,397.45,395.91,397.35,395.83
2013,4,41379,2013.2877,398.44,395.7,398.88,396.13,398.44,395.7
2013,5,41409,2013.3699,400.06,396.72,399.67,396.33,400.06,396.72
2013,6,41440,2013.4548,398.95,396.43,399.04,396.53,398.95,396.43
2013,7,41470,2013.537,397.46,396.66,397.48,396.72,397.46,396.66
2013,8,41501,2013.6219,395.49,397.01,395.35,396.92,395.49,397.01
2013,9,41532,2013.7068,393.47,396.91,393.65,397.11,393.47,396.91
2013,10,41562,2013.789,393.77,397.33,393.74,397.29,393.77,397.33
2013,11,41593,2013.874,395.27,397.51,395.26,397.47,395.27,397.51
2013,12,41623,2013.9562,396.9,397.81,396.74,397.64,396.9,397.81
2014,1,41654,2014.0411,398.01,397.95,397.88,397.81,398.01,397.95
2014,2,41685,2014.126,398.18,397.42,398.75,397.98,398.18,397.42
2014,3,41713,2014.2027,399.56,398.04,399.68,398.13,399.56,398.04
2014,4,41744,2014.2877,401.44,398.69,401.07,398.3,401.44,398.69
2014,5,41774,2014.3699,401.99,398.63,401.81,398.46,401.99,398.63
2014,6,41805,2014.4548,401.41,398.88,401.14,398.62,401.41,398.88
2014,7,41835,2014.537,399.17,398.37,399.54,398.78,399.17,398.37
2014,8,41866,2014.6219,397.3,398.83,397.37,398.94,397.3,398.83
2014,9,41897,2014.7068,395.49,398.94,395.63,399.1,395.49,398.94
2014,10,41927,2014.789,395.74,399.3,395.71,399.26,395.74,399.3
2014,11,41958,2014.874,397.32,399.56,397.21,399.43,397.32,399.56
2014,12,41988,2014.9562,398.88,399.8,398.7,399.59,398.88,399.8
2015,1,42019,2015.0411,399.94,399.88,399.84,399.77,399.94,399.88
2015,2,42050,2015.126,400.39,399.63,400.72,399.94,400.39,399.63
2015,3,42078,2015.2027,401.6,400.07,401.65,400.11,401.6,400.07
2015,4,42109,2015.2877,403.53,400.77,403.08,400.3,403.53,400.77
2015,5,42139,2015.3699,404.04,400.67,403.86,400.5,404.04,400.67
2015,6,42170,2015.4548,402.81,400.26,403.24,400.72,402.81,400.26
2015,7,42200,2015.537,401.54,400.74,401.72,400.95,401.54,400.74
2015,8,42231,2015.6219,398.93,400.46,399.65,401.22,398.93,400.46
2015,9,42262,2015.7068,397.43,400.89,398.03,401.5,397.43,400.89
2015,10,42292,2015.789,398.22,401.79,398.24,401.8,398.22,401.79
2015,11,42323,2015.874,400.17,402.42,399.89,402.11,400.17,402.42
2015,12,42353,2015.9562,401.82,402.74,401.52,402.42,401.82,402.74
2016,1,42384,2016.041,402.58,402.52,402.81,402.74,402.58,402.52
2016,2,42415,2016.1257,404.09,403.33,403.82,403.04,404.09,403.33
2016,3,42444,2016.2049,404.79,403.23,404.9,403.32,404.79,403.23
2016,4,42475,2016.2896,407.5,404.71,406.41,403.6,407.5,404.71
2016,5,42505,2016.3716,407.59,404.22,407.22,403.85,407.59,404.22
2016,6,42536,2016.4563,406.94,404.41,406.6,404.09,406.94,404.41
2016,7,42566,2016.5383,404.43,403.66,405.05,404.31,404.43,403.66
2016,8,42597,2016.623,402.17,403.73,402.93,404.54,402.17,403.73
2016,9,42628,2016.7077,400.95,404.43,401.26,404.76,400.95,404.43
2016,10,42658,2016.7896,401.43,405.01,401.4,404.97,401.43,405.01
2016,11,42689,2016.8743,403.57,405.82,402.96,405.18,403.57,405.82
2016,12,42719,2016.9563,404.48,405.4,404.47,405.37,404.48,405.4
2017,1,42750,2017.0411,406,405.94,405.64,405.56,406,405.94
2017,2,42781,2017.126,406.57,405.81,406.52,405.75,406.57,405.81
2017,3,42809,2017.2027,406.99,405.45,407.46,405.9,406.99,405.45
2017,4,42840,2017.2877,408.88,406.11,408.86,406.07,408.88,406.11
2017,5,42870,2017.3699,409.84,406.46,409.61,406.23,409.84,406.46
2017,6,42901,2017.4548,409.05,406.49,408.93,406.39,409.05,406.49
2017,7,42931,2017.537,407.13,406.33,407.32,406.55,407.13,406.33
2017,8,42962,2017.6219,405.17,406.71,405.13,406.71,405.17,406.71
2017,9,42993,2017.7068,403.2,406.68,403.36,406.86,403.2,406.68
2017,10,43023,2017.789,403.57,407.17,403.43,407.02,403.57,407.17
2017,11,43054,2017.874,405.1,407.36,404.94,407.17,405.1,407.36
2017,12,43084,2017.9562,406.68,407.61,406.41,407.32,406.68,407.61
2018,1,43115,2018.0411,407.98,407.92,407.55,407.47,407.98,407.92
2018,2,43146,2018.126,408.36,407.59,408.41,407.63,408.36,407.59
2018,3,43174,2018.2027,409.21,407.67,409.34,407.78,409.21,407.67
2018,4,43205,2018.2877,410.24,407.45,410.76,407.96,410.24,407.45
2018,5,43235,2018.3699,411.23,407.84,411.54,408.15,411.23,407.84
2018,6,43266,2018.4548,410.81,408.25,410.92,408.37,410.81,408.25
2018,7,43296,2018.537,408.83,408.02,409.37,408.6,408.83,408.02
2018,8,43327,2018.6219,407.02,408.57,407.27,408.86,407.02,408.57
2018,9,43358,2018.7068,405.52,409.01,405.62,409.13,405.52,409.01
2018,10,43388,2018.789,405.93,409.53,405.8,409.39,405.93,409.53
2018,11,43419,2018.874,408.04,410.31,407.42,409.67,408.04,410.31
2018,12,43449,2018.9562,409.17,410.09,409.01,409.92,409.17,410.09
2019,1,43480,2019.0411,410.85,410.79,410.25,410.18,410.85,410.79
2019,2,43511,2019.126,411.59,410.82,411.21,410.42,411.59,410.82
2019,3,43539,2019.2027,411.91,410.36,412.2,410.63,411.91,410.36
2019,4,43570,2019.2877,413.46,410.67,413.67,410.86,413.46,410.67
2019,5,43600,2019.3699,414.76,411.36,414.48,411.08,414.76,411.36
2019,6,43631,2019.4548,413.89,411.32,413.85,411.3,413.89,411.32
2019,7,43661,2019.537,411.78,410.97,412.29,411.52,411.78,410.97
2019,8,43692,2019.6219,410.01,411.56,410.15,411.74,410.01,411.56
2019,9,43723,2019.7068,408.48,411.98,408.44,411.96,408.48,411.98
2019,10,43753,2019.789,408.4,412.01,408.58,412.18,408.4,412.01
2019,11,43784,2019.874,410.16,412.44,410.16,412.4,410.16,412.44
2019,12,43814,2019.9562,411.81,412.74,411.71,412.62,411.81,412.74
2020,1,43845,2020.041,413.3,413.24,412.9,412.83,413.3,413.24
2020,2,43876,2020.1257,414.05,413.27,413.82,413.04,414.05,413.27
2020,3,43905,2020.2049,414.45,412.87,414.83,413.23,414.45,412.87
2020,4,43936,2020.2896,416.11,413.29,416.27,413.43,416.11,413.29
2020,5,43966,2020.3716,417.15,413.75,417.03,413.63,417.15,413.75
2020,6,43997,2020.4563,416.29,413.73,416.36,413.83,416.29,413.73
2020,7,44027,2020.5383,414.42,413.64,414.76,414.02,414.42,413.64
2020,8,44058,2020.623,412.52,414.1,412.59,414.22,412.52,414.1
2020,9,44089,2020.7077,411.18,414.7,410.87,414.41,411.18,414.7
2020,10,44119,2020.7896,411.12,414.74,410.99,414.6,411.12,414.74
2020,11,44150,2020.8743,412.88,415.16,412.53,414.78,412.88,415.16
2020,12,44180,2020.9563,413.89,414.82,414.04,414.95,413.89,414.82
2021,1,44211,2021.0411,415.15,415.09,415.2,415.13,415.15,415.09
2021,2,44242,2021.126,416.47,415.7,416.08,415.29,416.47,415.7
2021,3,44270,2021.2027,417.16,415.61,417.02,415.45,417.16,415.61
2021,4,44301,2021.2877,418.24,415.44,418.44,415.62,418.24,415.44
2021,5,44331,2021.3699,418.95,415.53,419.21,415.79,418.95,415.53
2021,6,44362,2021.4548,418.7,416.11,418.55,415.98,418.7,416.11
2021,7,44392,2021.537,416.65,415.83,416.96,416.18,416.65,415.83
2021,8,44423,2021.6219,414.34,415.9,414.8,416.4,414.34,415.9
2021,9,44454,2021.7068,412.9,416.43,413.1,416.64,412.9,416.43
2021,10,44484,2021.789,413.54,417.18,413.25,416.88,413.54,417.18
2021,11,44515,2021.874,414.81,417.1,414.88,417.14,414.81,417.1
2021,12,44545,2021.9562,416.43,417.37,416.48,417.4,416.43,417.37
2022,1,44576,2022.0411,418.01,417.95,417.74,417.67,418.01,417.95
2022,2,44607,2022.126,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
2022,3,44635,2022.2027,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
2022,4,44666,2022.2877,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
2022,5,44696,2022.3699,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
2022,6,44727,2022.4548,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
2022,7,44757,2022.537,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
2022,8,44788,2022.6219,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
2022,9,44819,2022.7068,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
2022,10,44849,2022.789,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
2022,11,44880,2022.874,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
2022,12,44910,2022.9562,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
